,0,1,2
141,C:\Users\dhiae\RANZ_kaggle\data\-0.04986471310257912__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev148;1.png,0,3.0
6274,C:\Users\dhiae\RANZ_kaggle\data\-2.7978999614715576__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev602;1.png,1,1.0
8718,C:\Users\dhiae\RANZ_kaggle\data\0.6257802248001099__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev917;1.png,0,30.0
7042,C:\Users\dhiae\RANZ_kaggle\data\0.12919999659061432__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev500;1.png,1,1.0
4192,C:\Users\dhiae\RANZ_kaggle\data\-1.3188151121139526__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev907;1.png,0,3.0
5011,C:\Users\dhiae\RANZ_kaggle\data\-1.5922000408172607__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev662;1.png,1,20.0
115,C:\Users\dhiae\RANZ_kaggle\data\-0.041835978627204895__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev648;1.png,0,3.0
9975,C:\Users\dhiae\RANZ_kaggle\data\1.0090999603271484__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev665;1.png,1,6.0
1200,C:\Users\dhiae\RANZ_kaggle\data\-0.37864622473716736__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev380;1.png,0,10.0
256,C:\Users\dhiae\RANZ_kaggle\data\-0.08792953193187714__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev304;1.png,0,30.0
810,C:\Users\dhiae\RANZ_kaggle\data\-0.2524999976158142__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev741;1.png,1,20.0
10886,C:\Users\dhiae\RANZ_kaggle\data\1.2999000549316406__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev809;1.png,1,20.0
442,C:\Users\dhiae\RANZ_kaggle\data\-0.14125575125217438__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev995;1.png,0,10.0
7885,C:\Users\dhiae\RANZ_kaggle\data\0.37463027238845825__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev350;1.png,0,10.0
7990,C:\Users\dhiae\RANZ_kaggle\data\0.4080680012702942__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev405;1.png,0,30.0
10938,C:\Users\dhiae\RANZ_kaggle\data\1.3207999467849731__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev487;1.png,1,1.0
10878,C:\Users\dhiae\RANZ_kaggle\data\1.2972877025604248__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev743;1.png,0,30.0
8040,C:\Users\dhiae\RANZ_kaggle\data\0.4254962205886841__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev126;1.png,0,30.0
11921,C:\Users\dhiae\RANZ_kaggle\data\1.7791999578475952__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev349;1.png,1,1.0
11866,C:\Users\dhiae\RANZ_kaggle\data\1.7218999862670898__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev874;1.png,1,1.0
4589,C:\Users\dhiae\RANZ_kaggle\data\-1.4457000494003296__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev434;1.png,1,6.0
965,C:\Users\dhiae\RANZ_kaggle\data\-0.3073999881744385__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev562;1.png,1,20.0
9977,C:\Users\dhiae\RANZ_kaggle\data\1.0100823640823364__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev205;1.png,0,30.0
11023,C:\Users\dhiae\RANZ_kaggle\data\1.3461774587631226__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev829;1.png,0,30.0
5480,C:\Users\dhiae\RANZ_kaggle\data\-2.0297999382019043__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev339;1.png,1,20.0
12599,C:\Users\dhiae\RANZ_kaggle\data\2.4179000854492188__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev403;1.png,1,1.0
8527,C:\Users\dhiae\RANZ_kaggle\data\0.5702000260353088__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev249;1.png,1,6.0
6440,C:\Users\dhiae\RANZ_kaggle\data\-2.9721999168395996__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev366;1.png,1,20.0
469,C:\Users\dhiae\RANZ_kaggle\data\-0.14878295361995697__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev490;1.png,0,10.0
1280,C:\Users\dhiae\RANZ_kaggle\data\-0.4081406891345978__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev557;1.png,0,3.0
6200,C:\Users\dhiae\RANZ_kaggle\data\-2.723099946975708__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev916;1.png,1,1.0
5550,C:\Users\dhiae\RANZ_kaggle\data\-2.091099977493286__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev507;1.png,1,1.0
8016,C:\Users\dhiae\RANZ_kaggle\data\0.41749998927116394__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev667;1.png,1,1.0
3738,C:\Users\dhiae\RANZ_kaggle\data\-1.1756999492645264__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev742;1.png,1,1.0
270,C:\Users\dhiae\RANZ_kaggle\data\-0.09118248522281647__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev351;1.png,0,30.0
4696,C:\Users\dhiae\RANZ_kaggle\data\-1.4793823957443237__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev113;1.png,0,30.0
7975,C:\Users\dhiae\RANZ_kaggle\data\0.40323472023010254__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev471;1.png,0,30.0
5281,C:\Users\dhiae\RANZ_kaggle\data\-1.8366999626159668__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev683;1.png,1,20.0
11210,C:\Users\dhiae\RANZ_kaggle\data\1.4109808206558228__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev446;1.png,0,3.0
3397,C:\Users\dhiae\RANZ_kaggle\data\-1.07041335105896__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev338;1.png,0,10.0
1547,C:\Users\dhiae\RANZ_kaggle\data\-0.4844056963920593__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev512;1.png,0,30.0
9828,C:\Users\dhiae\RANZ_kaggle\data\0.9620475769042969__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev717;1.png,0,10.0
1715,C:\Users\dhiae\RANZ_kaggle\data\-0.5385311245918274__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev545;1.png,0,10.0
8423,C:\Users\dhiae\RANZ_kaggle\data\0.5393000245094299__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev847;1.png,1,6.0
5167,C:\Users\dhiae\RANZ_kaggle\data\-1.7438000440597534__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev866;1.png,1,1.0
7480,C:\Users\dhiae\RANZ_kaggle\data\0.26034411787986755__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev391;1.png,0,10.0
10858,C:\Users\dhiae\RANZ_kaggle\data\1.292822241783142__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev962;1.png,0,30.0
13192,C:\Users\dhiae\RANZ_kaggle\data\2.9433000087738037__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev279;1.png,1,20.0
6063,C:\Users\dhiae\RANZ_kaggle\data\-2.572499990463257__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev994;1.png,1,20.0
2443,C:\Users\dhiae\RANZ_kaggle\data\-0.7825000286102295__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev252;1.png,1,1.0
5653,C:\Users\dhiae\RANZ_kaggle\data\-2.2014999389648438__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev110;1.png,1,1.0
1740,C:\Users\dhiae\RANZ_kaggle\data\-0.5461310744285583__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev305;1.png,0,30.0
6627,C:\Users\dhiae\RANZ_kaggle\data\-3.1384999752044678__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev104;1.png,1,20.0
450,C:\Users\dhiae\RANZ_kaggle\data\-0.14300000667572021__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev253;1.p,1,20.0
5192,C:\Users\dhiae\RANZ_kaggle\data\-1.7589000463485718__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev151;1.png,1,6.0
9782,C:\Users\dhiae\RANZ_kaggle\data\0.9494126439094543__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev286;1.png,0,10.0
7361,C:\Users\dhiae\RANZ_kaggle\data\0.22832395136356354__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev383;1.png,0,30.0
7646,C:\Users\dhiae\RANZ_kaggle\data\0.31015047430992126__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev410;1.png,0,10.0
7848,C:\Users\dhiae\RANZ_kaggle\data\0.3619028329849243__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev443;1.png,0,30.0
7810,C:\Users\dhiae\RANZ_kaggle\data\0.3531000018119812__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev475;1.png,1,1.0
3197,C:\Users\dhiae\RANZ_kaggle\data\-1.0095099210739136__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev571;1.png,0,30.0
4321,C:\Users\dhiae\RANZ_kaggle\data\-1.3568421602249146__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev347;1.png,0,10.0
11854,C:\Users\dhiae\RANZ_kaggle\data\1.707800030708313__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev212;1.png,1,20.0
11194,C:\Users\dhiae\RANZ_kaggle\data\1.402077078819275__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev473;1.png,0,10.0
9617,C:\Users\dhiae\RANZ_kaggle\data\0.8999000191688538__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev394;1.png,1,1.0
305,C:\Users\dhiae\RANZ_kaggle\data\-0.0997999981045723__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev316;1.png,1,1.0
8648,C:\Users\dhiae\RANZ_kaggle\data\0.6036946177482605__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev257;1.png,0,10.0
3721,C:\Users\dhiae\RANZ_kaggle\data\-1.1711000204086304__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev750;1.png,1,1.0
6057,C:\Users\dhiae\RANZ_kaggle\data\-2.56850004196167__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev670;1.png,1,20.0
4520,C:\Users\dhiae\RANZ_kaggle\data\-1.4262710809707642__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev693;1.png,0,10.0
12835,C:\Users\dhiae\RANZ_kaggle\data\2.612799882888794__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev956;1.png,1,1.0
7806,C:\Users\dhiae\RANZ_kaggle\data\0.3518761396408081__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev957;1.png,0,3.0
8676,C:\Users\dhiae\RANZ_kaggle\data\0.6110881567001343__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev288;1.png,0,30.0
10455,C:\Users\dhiae\RANZ_kaggle\data\1.1577270030975342__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev746;1.png,0,10.0
10362,C:\Users\dhiae\RANZ_kaggle\data\1.1264307498931885__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev240;1.png,0,30.0
218,C:\Users\dhiae\RANZ_kaggle\data\-0.07662969082593918__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev962;1.png,0,10.0
8374,C:\Users\dhiae\RANZ_kaggle\data\0.5239992141723633__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev938;1.png,0,10.0
1295,C:\Users\dhiae\RANZ_kaggle\data\-0.41086745262145996__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev586;1.png,0,10.0
7102,C:\Users\dhiae\RANZ_kaggle\data\0.14350000023841858__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev660;1.png,1,20.0
11189,C:\Users\dhiae\RANZ_kaggle\data\1.4002463817596436__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev265;1.png,0,3.0
4769,C:\Users\dhiae\RANZ_kaggle\data\-1.5051178932189941__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev989;1.png,0,3.0
9435,C:\Users\dhiae\RANZ_kaggle\data\0.8423154354095459__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev575;1.png,0,10.0
7010,C:\Users\dhiae\RANZ_kaggle\data\0.1175103709101677__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev649;1.png,0,3.0
8599,C:\Users\dhiae\RANZ_kaggle\data\0.5914000272750854__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev583;1.png,1,20.0
5244,C:\Users\dhiae\RANZ_kaggle\data\-1.8098000288009644__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev588;1.png,1,20.0
7917,C:\Users\dhiae\RANZ_kaggle\data\0.3815593421459198__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev819;1.png,0,3.0
8504,C:\Users\dhiae\RANZ_kaggle\data\0.5626000165939331__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev900;1.png,1,6.0
5995,C:\Users\dhiae\RANZ_kaggle\data\-2.523699998855591__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev518;1.png,1,20.0
1588,C:\Users\dhiae\RANZ_kaggle\data\-0.49790632724761963__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev150;1.png,0,30.0
9273,C:\Users\dhiae\RANZ_kaggle\data\0.7930999994277954__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev923;1.png,1,6.0
3891,C:\Users\dhiae\RANZ_kaggle\data\-1.2274999618530273__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev276;1.png,1,6.0
10339,C:\Users\dhiae\RANZ_kaggle\data\1.1214293241500854__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev633;1.png,0,30.0
5187,C:\Users\dhiae\RANZ_kaggle\data\-1.7563999891281128__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev211;1.png,1,1.0
11774,C:\Users\dhiae\RANZ_kaggle\data\1.642300009727478__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev766;1.png,1,20.0
5539,C:\Users\dhiae\RANZ_kaggle\data\-2.0841000080108643__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev516;1.png,1,1.0
3311,C:\Users\dhiae\RANZ_kaggle\data\-1.0444999933242798__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev863;1.png,1,1.0
3476,C:\Users\dhiae\RANZ_kaggle\data\-1.0952858924865723__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev859;1.png,0,30.0
7086,C:\Users\dhiae\RANZ_kaggle\data\0.1399267464876175__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev940;1.png,0,30.0
5053,C:\Users\dhiae\RANZ_kaggle\data\-1.6347999572753906__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev450;1.png,1,6.0
261,C:\Users\dhiae\RANZ_kaggle\data\-0.08988781273365021__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev478;1.png,0,10.0
11076,C:\Users\dhiae\RANZ_kaggle\data\1.362070083618164__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev740;1.png,0,10.0
4916,C:\Users\dhiae\RANZ_kaggle\data\-1.5448163747787476__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev627;1.png,0,30.0
13204,C:\Users\dhiae\RANZ_kaggle\data\2.955899953842163__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev209;1.png,1,20.0
11022,C:\Users\dhiae\RANZ_kaggle\data\1.3460999727249146__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev285;1.png,1,6.0
11674,C:\Users\dhiae\RANZ_kaggle\data\1.5563849210739136__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev895;1.png,0,3.0
13395,C:\Users\dhiae\RANZ_kaggle\data\3.1368000507354736__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev726;1.png,1,6.0
729,C:\Users\dhiae\RANZ_kaggle\data\-0.23295480012893677__CYGNO_60_40_ER_30_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev972;1.png,0,30.0
6435,C:\Users\dhiae\RANZ_kaggle\data\-2.968899965286255__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev342;1.png,1,6.0
9247,C:\Users\dhiae\RANZ_kaggle\data\0.7864000201225281__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev623;1.png,1,6.0
1256,C:\Users\dhiae\RANZ_kaggle\data\-0.3986000120639801__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev752;1.png,1,6.0
12005,C:\Users\dhiae\RANZ_kaggle\data\1.8575999736785889__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev106;1.png,1,1.0
12154,C:\Users\dhiae\RANZ_kaggle\data\1.9836000204086304__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev655;1.png,1,1.0
9225,C:\Users\dhiae\RANZ_kaggle\data\0.779699981212616__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev357;1.png,1,6.0
9674,C:\Users\dhiae\RANZ_kaggle\data\0.916100025177002__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev714;1.png,1,6.0
534,C:\Users\dhiae\RANZ_kaggle\data\-0.16987735033035278__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev780;1.png,0,3.0
10180,C:\Users\dhiae\RANZ_kaggle\data\1.0691394805908203__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev130;1.png,0,10.0
11396,C:\Users\dhiae\RANZ_kaggle\data\1.469301700592041__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev364;1.png,0,10.0
6751,C:\Users\dhiae\RANZ_kaggle\data\0.03889999911189079__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev134;1.png,1,6.0
6489,C:\Users\dhiae\RANZ_kaggle\data\-3.012399911880493__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev236;1.png,1,20.0
437,C:\Users\dhiae\RANZ_kaggle\data\-0.13984787464141846__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev916;1.png,0,3.0
1717,C:\Users\dhiae\RANZ_kaggle\data\-0.5391896963119507__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev625;1.png,0,3.0
7097,C:\Users\dhiae\RANZ_kaggle\data\0.1420000046491623__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev988;1.png,1,1.0
8286,C:\Users\dhiae\RANZ_kaggle\data\0.4925000071525574__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev504;1.png,1,20.0
12209,C:\Users\dhiae\RANZ_kaggle\data\2.037400007247925__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run2_ev172;1.png,1,20.0
4476,C:\Users\dhiae\RANZ_kaggle\data\-1.409655213356018__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev891;1.png,0,10.0
7666,C:\Users\dhiae\RANZ_kaggle\data\0.31610000133514404__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev345;1.png,1,1.0
1718,C:\Users\dhiae\RANZ_kaggle\data\-0.5395544171333313__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev868;1.png,0,3.0
4190,C:\Users\dhiae\RANZ_kaggle\data\-1.3187999725341797__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev702;1.png,1,1.0
4477,C:\Users\dhiae\RANZ_kaggle\data\-1.4098472595214844__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev503;1.png,0,10.0
4462,C:\Users\dhiae\RANZ_kaggle\data\-1.4057302474975586__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run4_ev463;1.png,0,3.0
7367,C:\Users\dhiae\RANZ_kaggle\data\0.23038500547409058__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run2_ev187;1.png,0,10.0
7744,C:\Users\dhiae\RANZ_kaggle\data\0.3358241319656372__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run1_ev640;1.png,0,3.0
13308,C:\Users\dhiae\RANZ_kaggle\data\3.047100067138672__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev923;1.png,1,1.0
12126,C:\Users\dhiae\RANZ_kaggle\data\1.9617999792099__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev302;1.png,1,6.0
10373,C:\Users\dhiae\RANZ_kaggle\data\1.1302000284194946__CYGNO_60_40_He_NR_20_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev557;1.png,1,20.0
8917,C:\Users\dhiae\RANZ_kaggle\data\0.6907846927642822__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run5_ev823;1.png,0,3.0
8333,C:\Users\dhiae\RANZ_kaggle\data\0.5072023272514343__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev700;1.png,0,3.0
1789,C:\Users\dhiae\RANZ_kaggle\data\-0.5609840750694275__CYGNO_60_40_ER_3_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev993;1.png,0,3.0
5395,C:\Users\dhiae\RANZ_kaggle\data\-1.9375__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run5_ev595;1.png,1,6.0
6545,C:\Users\dhiae\RANZ_kaggle\data\-3.069000005722046__CYGNO_60_40_He_NR_6_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run1_ev610;1.png,1,6.0
10520,C:\Users\dhiae\RANZ_kaggle\data\1.184000015258789__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run4_ev618;1.png,1,1.0
2567,C:\Users\dhiae\RANZ_kaggle\data\-0.8170999884605408__CYGNO_60_40_He_NR_1_keV_930V_30cm_SRIM_IDAO_iso_crop_hist_pic_run3_ev615;1.png,1,1.0
2625,C:\Users\dhiae\RANZ_kaggle\data\-0.8366981148719788__CYGNO_60_40_ER_10_keV_930V_30cm_IDAO_iso_crop_hist_pic_run3_ev886;1.png,0,10.0
